name,amount
Jose Cline,13182.98
Michael Boyd,31313.39
David Lewis,18858.18
Donna Phillips,29549.72
Christopher Powell,23968.77
Johnny Burns,66650.94
Carolyn Santiago,52083.57
Tiffany Gonzales,1207.61
Sandra Holland,79951.41
William Aguilar,17293.46
Heidi Deleon,80156.0
Travis Herrera,87524.01
Ivan Spence,21990.92
Julia Porter,33722.65
Michael Lowe,32576.28
Miguel Velasquez,91020.8
Joshua Valencia,59816.38
Laura Bowman,95560.23
Melissa Hendrix,66623.75
Matthew Mendoza,86504.03
Pamela Keller,58412.03
Nicholas Rios,41604.36
Sherri Evans,98379.6
Mary Hall,41876.48
Jeffrey Cole,58482.61
Scott Foster,69105.46
Michael Bradford,79324.73
Anthony Mcpherson,40990.56
Angela Dunn,97922.34
Jesse Bowman,11256.59
Richard Phillips,60459.75
Kirk Dixon,25972.6
Casey Miranda,68458.24
Tammy Zavala,81293.62
Laura Gutierrez,23225.99
Cameron Gilbert,73182.08
Terry Snow,78994.03
Lauren Weber,57675.7
Jasmine Peterson,38869.09
Gerald Stark,29157.29
Adrian Carlson,56291.83
Casey Meza,19510.52
Benjamin Webster,35900.24
William Gonzalez,30959.73
Elizabeth Chen,85580.47
Sheila Warner,89827.32
Kevin Phillips,56410.54
Barry Hanson,52940.51
Gregory Fields,86536.27
Alejandro Perkins,11612.07
Brandy Price,26983.36
John Zamora,83931.78
Janet Camacho,22809.49
Paul Bennett,89529.98
Stacey Gross,21644.26
Mrs. Ruth Tate,83374.5
Donald Davidson,5251.61
Bonnie Gibbs,79154.27
Jaime Lee,87806.19
Bruce Davis,53148.89
Bridget Nguyen,31084.74
Isaac Barton,13304.68
Miranda Patterson,84349.94
Lisa Parker,59475.24
Steven Gonzalez,62450.45
Ryan Wright,84077.7
Walter Reyes,46561.03
Kathleen Cantu,76233.74
Jessica Reynolds,47120.98
Daniel Ryan,88269.88
Alan Hancock,76714.36
Gregory Jones,82973.96
Michelle West,23440.94
Derek Payne,60313.21
Monique Flowers,3026.9
Rodney Gray,39993.09
Daniel Barber,50582.81
Richard Watson,8993.58
Regina Patel,50181.75
Samantha Lee,32117.7
Jason Thompson,1982.62
Jodi Young,43542.1
Edward Hall,60059.98
Mikayla Salinas,1690.34
Joseph Fernandez,58880.25
Julia Hardin,65291.89
Kenneth Martinez,39171.52
Sandra Wilson,65336.04
Ana Hester,15507.06
Gerald Stewart,49202.54
Mary Jackson,134.93
Eric Smith,44451.99
Shelby Payne,35555.44
Melissa Stanton,12604.09
Brett Gregory,55115.86
Patrick Woodward,89924.83
Samantha Hughes,9761.72
Kathleen Dixon,84555.02
Stephanie Pearson,81011.08
Mary Beck,69967.8
Jennifer Dickerson,22077.68
Tracy Jacobson,16265.01
Carolyn Anderson,51620.59
Sandra Johnston,52073.48
Jordan Medina,28317.94
Michael Fletcher,83498.76
Jessica Lawrence,39385.95
Chad Ford,48807.08
Andrew Gaines,9686.96
Corey Jimenez,8060.18
Sarah Pittman,56991.53
Amanda Mendez,7550.53
Matthew Abbott,77047.72
Patrick Meyer,43650.0
Madison Rose,84747.38
David Moore,44433.63
Robert Rivera,56282.5
Susan Smith,82250.61
Angela Ball,14173.26
Samantha Hernandez,66258.62
Anthony Simmons,95112.32
Kristina Hill,80721.57
Nancy Edwards,6619.2
Dorothy Wise,98786.18
Joseph Benson,30989.11
Tracy Rodriguez,56209.38
John Brown,28267.57
Zachary Burch,35806.37
Erik Hardin,6536.48
Cynthia Parks,47119.46
Laura Clark,59710.12
Teresa Norton,13474.13
Alyssa Shannon,37311.9
Christina Gould,33460.47
Amanda Nguyen,62745.6
Lonnie Stewart,81386.65
Gary Smith,99307.85
Donna Rivera,4456.8
Shelly Cox DVM,76528.03
Kiara Gibson,51045.41
Jeremy Watson,46813.88
Kristen Hernandez,989.1
Samantha Diaz,7265.85
Jane Mitchell,20259.46
Christopher Chapman,39584.75
Caroline Mann,51181.14
Michael Rodgers,85700.1
Jaclyn Edwards,40272.12
Emily Huffman,35368.03
Kelly Clay,83900.55
David Lopez,92157.72
Zachary Rogers,11568.72
Robert Gonzalez,35372.41
Carolyn Martinez MD,35179.68
Justin Kelly,5913.77
Jessica Cuevas,15736.18
Steve Campbell,20261.31
Christopher Wells,91338.06
Lee Perry,84011.27
Dominic Mendez,99079.09
Jacob Diaz,73917.19
Wendy Anderson,21558.66
Thomas Thomas,40235.96
Donna Tucker,75316.93
Richard Wilson,65425.81
Patrick Brewer,80478.26
Derrick Smith,29084.02
James Gonzalez,30738.06
William Chavez,54647.68
James Davis,54663.58
Matthew Ingram,89434.64
George Robinson,9157.48
David Schneider,76113.84
Derrick Richards,20377.66
Gabriel Martinez,7830.97
Austin Leblanc,72259.58
Diana Rodriguez,31731.5
Jesse Grant,27659.82
John Shaw,22549.12
Cole Smith,32856.1
Sharon Obrien,95644.28
Marcus Tyler,61641.35
Brian Johnson,75475.56
Jeffrey Barrera,29088.6
Mr. Christopher Carlson,22445.52
Robert White,74962.04
William Chapman,6993.59
Amber Wilson,3216.43
Jordan Sandoval,64287.79
Ryan Mcdowell,54725.52
Kerry Baker,61073.56
Lynn Morrow,79659.07
Greg Rosales,45730.86
Sara Logan,46878.91
Sherri Flynn,93280.3
Zachary Wallace,84885.92
Scott Williams,7889.84
Matthew Perkins,48357.3
Michael Gilbert,81410.72
John Davis,97290.73
Jeffrey Schaefer,60365.29
Brendan Patel,61526.71
Laurie Lewis,34055.92
Victoria Jackson,92414.19
Tyler Gonzalez,62103.4
Dennis Medina,89639.07
Linda Wallace,6063.9
Tiffany Wood,5532.5
Alexandra Fernandez,18117.22
Justin Beasley,90208.14
Anthony Fuller,8331.84
Jared Knox,84351.22
Joshua Davis,4503.73
Jeanette Holmes,66541.28
Kimberly Ruiz,40868.86
Heather Mendez,91726.2
Hannah Tanner,67003.21
Kevin Ruiz,819.88
Brandon Rivera,87493.03
Adam Terry,38933.53
Sheila Mcbride,29012.18
Daniel Cooley DDS,45258.77
Elizabeth Mcgrath,59409.17
Trevor Howe,4916.92
Tamara Mason,49108.88
Bruce Bowen,58485.41
Beth Martin,65434.08
Jenny Bowers,21020.24
Francis Harris,15692.73
Mark Hodges,99075.43
Janice Walters,74377.79
Maria Wilson,72046.3
Stacy Gordon,14545.33
Michael Reynolds,13614.67
Brian Garcia,10553.99
Chris Davis,2500.51
Stephanie Hardy,81750.68
Jonathan Middleton,2044.56
Tracy Lyons,66639.58
Bianca Grimes,42932.57
Joshua Williams,36369.81
Jason Cuevas,15980.71
Michael Macias,22734.32
Bradley Stewart,5166.5
Ryan Lamb,27901.88
Elizabeth Miller,17872.57
Christopher Page,53510.93
Dr. Nicholas Gray,12591.85
Kyle George,81297.6
Eric Byrd,83574.76
Holly Austin,9976.53
Jamie Smith,24845.77
Mary Morris,28969.93
Kerry Fitzgerald,56699.3
Nancy Hall,87549.92
Brandon Noble,67278.05
Rachel Ellis,21305.89
Roy Fletcher,22194.02
Jennifer Blair,96964.51
Vanessa Meyer,12626.83
Jesus Coffey,1619.85
Richard Reynolds,70845.7
Christine Wells,1314.41
Jason Reyes,94205.97
Erika Roberts,84581.25
Kimberly Cooper,86556.17
Alicia Hurley,23443.97
Randall Guerrero,780.12
Garrett Martinez,81962.71
Douglas Singh,72832.32
Alejandro Shea DDS,22829.76
Ashley Cohen MD,71234.34
Jasmine Marshall,62197.48
Michael Rodriguez,34442.67
Wendy Bray,77913.49
Rebecca Franklin,30666.47
James Moody,35451.49
Matthew Heath,92537.96
Lisa Kramer,50757.69
Danielle Lawrence,65496.54
Dawn Powell,92854.22
Jerome Ellis,22038.75
Erin Luna,82598.54
Eric Martin,76983.19
Claire Chavez,82723.22
Rhonda Bradley,22053.44
Jacqueline Hoover,53119.19
Dawn Atkinson,21733.55
John Green,67597.7
Anthony Haynes,53219.09
Crystal Adams,97631.5
Vincent Russo,26589.44
Jesus Hernandez,1520.45
Lisa Wilson,91276.3
Sharon Sutton,70070.41
Stephanie Olson,45846.4
Nicole Gonzales,64386.87
Luke Calhoun,63897.47
Brian Jones,76309.44
Jorge Crawford,81435.93
Meredith Parsons,10292.0
Jason Hancock,10796.71
Paula Sullivan,93243.75
Micheal Weeks,33779.88
Cynthia Flores,29934.25
Kimberly Davies,30652.91
Dana Johnson,51365.64
Erin Brown,84592.15
Paul Mcdowell,43598.37
Kathleen Baird,32408.37
David Thornton,46560.71
Tracy Gomez,62425.94
Steven Patterson Jr.,79291.36
Lisa Jones,40522.76
Carrie Perez,61869.89
Brianna Curry,35227.54
Thomas Griffin,11491.84
Allison Stephens,42293.19
Kyle Baker,58500.87
Ryan Clark,55296.7
Mrs. Danielle Kaiser,12395.21
Tina Warren,14222.62
Sean Lowery,74796.97
Paul Powell,93683.77
Shaun Johnson,77676.96
April Davis,24524.55
Stephanie Foley,69279.92
Lauren Davis,88392.18
Lisa Fields,11845.55
Sarah Coffey,27346.07
Kaitlyn Wilson,348.37
Derek Thomas,1477.83
Amy Santos,52469.67
Nicole Freeman,38360.77
Destiny Garrett,32829.74
Ashley Hudson,62209.24
John Garcia,104.7
Timothy Frazier,84644.03
Patricia Navarro,52171.2
Carol Wong,52222.17
David Cannon,83243.22
Jonathan Johnson,65752.86
Scott Carter,75955.71
Mrs. Tiffany Gibson,89448.95
Jonathan Martinez,95378.44
Johnny Williams,23255.69
James Sanchez,37400.39
James Ramirez,15810.71
Jennifer Nelson,34243.51
Jamie Thompson,8894.58
Eric Lucero,3264.15
Stephanie Cook,47719.19
Joseph Cox,3760.58
Alyssa Palmer,32375.02
Jerry Lane,29486.85
Garrett Washington,93813.87
Sarah Ramos,24930.52
Mr. Michael Simpson Jr.,3841.76
Madison Grant,83580.7
Kevin Beck MD,9984.16
Justin Banks,15904.23
Richard Cobb,57212.66
Gary Hill,22796.17
Joseph Smith,71246.87
Richard Castillo,30639.73
Karen Hernandez,10458.61
Maria Mcpherson,27271.76
John Brooks,98230.01
Carlos Rosario,53670.17
Ronald Mitchell,53248.97
Brett Hudson,49781.27
Raymond Price,15016.46
Robin Kim,268.76
Michael Simmons,14849.84
David Matthews,59370.43
Matthew Dean,51877.59
Anthony Bernard,68842.96
Tina Jones,83413.83
Angela Rodriguez,87103.58
Jeremiah Crawford,22592.85
Connie Eaton,894.51
Jerome Morris,630.61
Michael Durham,56138.32
Henry Compton,37059.6
Anne Clark,40881.81
Joshua Nguyen,67713.62
Chelsea Taylor,44855.54
Mark Brown,72835.87
Paul Rodriguez,14138.72
Kenneth Mack,23761.77
Austin Barr,84109.77
Jared Griffin,38245.85
Katherine Hoffman,76662.98
Maria Hester,85024.1
James Hodges,85420.1
Charles Harris,66613.22
Anthony Williams,96664.26
Devin Morris,42690.59
Joanna Khan,56122.59
Heather Williams,84457.11
Dawn Morales,4299.75
Susan Bishop,72795.66
Justin Washington,81899.14
Jennifer Hardy,95921.72
Gabriel Evans,27055.27
Christine Alexander,79899.07
Michael Martinez,5331.13
Heather Tran,23856.3
Danielle Wood,10540.68
Bonnie Elliott,99372.91
Derek Stone,51112.99
Valerie Cohen,40550.25
Thomas Dorsey,88951.8
Michael Decker,53962.57
Benjamin Woods,17285.86
Nicolas Cook,64764.49
Stacy Castro,50118.97
Justin Ferguson,67367.87
Steven Mccall,67590.27
Rebecca Flynn,34963.33
Ronald Reese,27437.93
Alan Christensen,17127.88
Alexis Avila,15202.94
Ryan Harper,55446.42
Kylie Jones,18030.54
Louis Taylor,29929.48
Tiffany Baldwin,82020.38
Alicia Kelly,84599.57
Ashley Tyler,39206.81
Chad Wilkerson,67580.14
Shawn Dawson DVM,90953.02
Beth Brown,20604.33
Bradley Stokes,54861.72
Margaret Case,65507.55
Chad Martinez,30633.21
Anna Contreras,43789.31
Kevin Crane,76155.7
Mark Castro,50543.75
Susan Miller,91969.59
Angela Mckinney,3219.34
Lisa Wood,56965.13
John Hunter,23328.7
Matthew Klein,6636.23
Daniel Walton,96084.58
Kristin Barrett,43681.34
Brittany Roy,11195.18
Thomas Grant,80040.4
Dr. Robert Torres,68178.75
Pedro Alvarez,98234.34
Victoria Reed,98686.99
Connie King,32271.82
Diana Summers,41557.56
Leslie Jones,64765.01
Brittney Bryant,19691.45
Todd Johnson,6966.59
Chris Perez,42726.82
Kathryn Watson,57074.42
Aaron Drake,17661.93
Mary Griffin,9117.52
Angel Johnson,13674.9
Spencer Rivas,2582.81
Cynthia Turner,75266.22
Jill Ellis,40738.61
Reginald Carpenter,31098.21
Johnny Small,74789.35
Pam Sanchez,90839.84
Emily Montoya,11423.52
Joshua Calhoun,40735.14
Michelle Cooper,43722.05
Deanna Cox,61881.08
Robyn Lee,18247.49
Lauren Nolan,95329.22
Kendra Perez PhD,9583.41
Jane Beltran,58788.12
John Zimmerman,81224.62
Gary Rice,26089.18
Whitney Simmons,32154.3
Dominique Baker,55121.42
Larry Cook,29323.45
Miss Shannon English,65613.39
Toni Bernard,98680.93
Kevin Lutz,66709.61
Laura Ruiz,28713.32
Maria Mcdowell,78166.8
Kathleen White,20471.52
Sarah Davis,25438.02
Christopher Small,42796.42
Randall Johnson,32238.82
Mary Shields,13764.46
Erica Palmer,89304.82
Randy Lang,63992.52
Curtis Spencer PhD,6511.13
Allison Manning,98698.9
Sarah Peterson,80005.37
Devin West,98541.11
Kevin Gardner,83474.45
Tyler Wheeler,39909.98
David Mclaughlin,9348.16
Nicole Wilcox,70296.49
Stephanie Munoz,29652.97
Jennifer Robinson,11401.0
Lawrence Brown,18381.66
William Patel,57464.08
Christopher Arias,59702.39
Emily Gardner,9013.93
Adam Hall,85008.6
Lisa Howard,19606.73
Nathan Henderson,56008.42
Mr. Mathew Stephenson,94077.04
Mr. Kevin Powell,31940.53
Randy Graves,76111.04
Ashley Johnston,62936.37
William Branch,60353.12
Hannah Kim,70644.39
Lynn Robinson,82910.62
Frank King,36673.11
Jessica Miller,30498.47
William Hardy,77019.97
William Powers,18536.79
Charles Madden,65002.4
Cathy Kline,7318.87
Alexandria Fitzgerald,60097.35
Anne David,48668.18
William Smith,64264.26
Benjamin Wilson,54184.06
Andrea Richardson,99754.26
Austin Matthews,16244.78
Andrew Patton,93144.03
Daniel Collins,21496.38
Joseph Baker,69911.91
Molly Barker,35046.83
Yolanda Mckay,81693.43
Darren Miller,94738.83
Miranda Taylor,69770.84
Jeanette Murray,45053.48
Christina Kelly,27079.86
Anthony Flynn,41138.33
Micheal Adams,32063.69
Crystal Jackson,31653.37
Joseph Anderson,22643.09
Mark Moore,39490.8
Kristi Williams,83235.1
Isaiah Deleon,57212.73
Joseph Rogers,97769.55
Paul White,28577.76
Sharon Pacheco,74064.38
Jenna Landry,60917.87
Elizabeth Phillips PhD,33233.58
Elizabeth Swanson,54188.12
Tammie Gonzalez,44863.49
John Fox,88113.74
Cindy Finley,49965.11
Matthew Christensen,66325.79
Thomas Warren,23212.06
Sarah Patel,58816.95
Nicholas Brooks,5216.78
Jennifer Ingram,28038.99
Mary Gonzalez,92073.93
Todd Kerr,58458.38
Leslie Johnson,88596.0
Todd Williams,94822.01
Sara Carr,64216.52
Richard Harrison,51004.65
Nicole Bailey,82195.93
Ruth Powell,36022.31
Michael Hernandez,6377.37
Kelly Wright,21434.95
Eric Fletcher,49991.45
Jose Perez,69093.92
Joshua Hooper,68032.61
Angel Rogers,84186.66
Mary Martinez,59460.02
John Burke,58636.88
Nancy Hurley,93258.11
Jacob Cruz,13547.66
Debra Brown,36425.12
Paul Buck,65586.61
Scott Ortiz,76495.82
Yolanda Lowe,7038.16
Steve Guerra,96536.1
Lisa Joyce,60708.53
Sarah Newman,55217.19
Tara Ware,74173.63
Steven Smith,29233.57
Ryan Olson,17120.73
James Cannon,37438.71
Stephanie Williams,84977.0
Mary Powers,35976.64
Jerry Lynch,82623.66
Rodney Jones,18902.02
Madeline Garcia,5510.65
Tyrone Garcia,14295.87
Brenda Weaver,34275.3
Hayley Barnett,75299.87
Melinda Mclaughlin,10360.88
Nicholas Little,6911.11
Aaron Walton,60305.86
Pam Hawkins,82684.55
Heather Moreno,83840.97
Judy Fowler,98302.95
Theresa Jackson,90301.42
Zachary Horne,64458.57
Justin Abbott,12307.71
Kristin Andrews,19527.62
Rebecca Hammond,30543.75
Jennifer Herrera,70262.07
Timothy Thompson,72714.38
Loretta Conner,27719.7
Holly Cunningham,69751.01
Julie Ortiz,4005.21
William Gilbert,54784.37
Barry Rodriguez,78580.97
Jeffrey King,20746.2
Ryan Mckinney,85710.52
Robert Campbell,73393.51
Jorge Brewer,18506.64
Andrew Winters,62857.68
John Rodriguez,48884.64
Madison King,46269.93
Michael Huynh,26405.3
Linda Mckee,50608.21
Amy Wolfe,2612.02
Krystal Nolan DVM,30952.11
Charles Robinson,26916.39
Jason Gordon,15702.86
George Cervantes,15911.7
Jill Zamora,91983.25
Jessica Horn DVM,94921.14
Michael Beard,87404.46
Emily Baker,43112.22
Dawn Dean,38838.19
Leah Skinner,98158.02
Michael Henson,50019.94
Carolyn Bell,45956.08
Jasmin Cox,89813.83
Rachel Olson,89676.59
William White,53485.08
Jordan Hughes,74436.93
Shelly Padilla,82310.36
Barry Evans,75666.98
Christopher Gonzalez,70628.15
Jenny Holmes,27057.33
Bethany Simpson,33471.92
Anne Medina,41454.86
Karen Burton,17310.54
Fred Leonard,45623.99
Steven Espinoza,27476.59
Brian Clark,60014.22
Bobby Smith,27396.5
Larry Stein,70239.59
Robert Woods,60479.54
April Blake,68767.04
Monica Cantu,68047.6
Mark Smith,38081.93
Brandon Smith,74496.41
Philip Cook,29971.8
Michael Carr MD,67712.56
Dennis Wade,57522.09
Courtney Dean,1935.83
Robert Berger,56180.75
Kevin Reyes,61632.82
Jaime Moss,33908.93
Hannah Hill,3344.42
Paul Riley,17501.72
Sandra Barnes,70148.87
Tina Adams,76664.62
Karl Young,76633.12
Ashley Rivera,97615.4
Haley Cisneros,21233.37
Tracy Harris,34323.35
Linda Hamilton,51555.13
Christopher Houston,18790.8
James Ellis,43340.37
Frank Robinson,82752.78
Heather Gonzalez,63965.91
Cynthia Scott,99772.57
Nicole Saunders,92363.39
Christopher Brown,6474.96
Nicole Coleman,72495.29
Sarah Miller,21923.44
Jennifer Gregory,88924.16
Jason Yoder,68323.29
Dennis Stewart,38398.08
Willie Thompson,40317.07
Bruce Franklin,4524.92
Tina Fitzgerald PhD,89985.93
Charles Mendoza,40624.95
Brad Davis,89929.82
Jennifer Copeland,35106.86
Kimberly Johnson,37959.21
David Stokes,63446.76
Erika Ward,35719.65
Michelle Norton,75005.66
Mark Mitchell,86117.69
Amanda Nguyen,2575.5
Anthony Morales,4890.78
Toni Salazar,97175.85
Seth Griffin,52316.8
Mr. David Perry,50980.48
Cameron Henderson,5676.98
Rachel Morris,93875.58
Jaclyn Torres,27001.1
Emily Allen,8564.28
Bryan Dalton,34209.65
Monica Smith,95534.13
Sherri Wilson,95300.36
Collin Wright,49815.2
Ashley Chambers,35496.19
Eric Christensen,75698.23
David Carter,70353.66
Jennifer Smith,52043.57
Alexandra Perez,95536.07
Michael Brock,7877.63
Scott Johnson,33596.51
Deborah Moore,64588.61
Jeffrey Tucker,70266.56
Sharon Ware,73172.83
Dustin Roth,51520.32
James Anderson,51029.43
Andrea Conner,15930.46
Ronald Weaver,24005.18
Emily Arroyo,43434.77
Kylie Bailey,25939.38
Aaron Mckenzie,23988.47
Stephen Long,46373.89
Angelica Foster,7430.84
Summer Haynes,47483.59
Ronald Simpson,83577.72
April Miller,8446.12
Sara Howard,71412.12
Michael Jackson,17489.3
Ann Mahoney,68555.15
Joanna Keller,71842.08
Kristen Gomez,97198.46
Lauren Kennedy,74930.88
Charles Parsons,27298.4
Joseph Cole,38320.96
Jack Allen,64796.98
Jaime Jackson,8466.97
Charles Snyder,27989.3
Anthony Bradshaw,89680.66
Robert Perez,93746.55
Nicole Garcia,70342.31
Robert Rodriguez,33656.7
Michael Reid,79051.55
Mr. John Reid,45003.79
Gina Flores,72957.13
Brian Roberts,4566.91
Amanda Newton,83558.69
Kenneth Lewis,74492.92
Dan Gardner,21736.63
Cathy Scott,46022.54
Eduardo Butler,31883.38
Richard Burton,81193.39
Tina White,58143.23
Karen Garcia,91447.87
Terri Jenkins,1356.86
Karen Robinson,96323.45
Samantha Edwards,80807.33
Larry Allen,27874.75
Kathy Reilly,77669.43
Patricia Wright,47761.07
Tracy Johnson,1576.77
Bryan Rodriguez,88145.45
Jason Fernandez,97419.4
Stephanie Rodriguez,59012.48
Amanda Castro,24628.11
Anthony Hunt,83569.59
Kyle Wilson,8013.71
Crystal Wilkins,18223.79
Larry Nixon,12009.11
Eric Garcia,61443.5
Mr. Steven Wells III,7161.56
Veronica Graham,73733.73
David Wilson,14729.37
Ann Johnson,93633.44
Sarah Guerrero,11790.4
Martin Williams,33933.85
Benjamin Holder,51525.38
Scott Wright,61126.55
James Franklin,76.76
Kim Hardy,67385.64
Valerie Burch,19584.67
Amber Jarvis,6432.61
Deborah Dalton,94238.08
Crystal Stanley,96482.11
John Vaughn,95166.99
Dr. John West Jr.,26787.31
Judith Daugherty,38049.95
Lisa Benton,27029.37
Eric Howard,20767.67
Stephanie Herrera,19266.99
Thomas Phillips MD,51536.38
Lisa Spencer,16071.2
Renee Baird,20615.12
Lindsay Hancock,1853.39
Sean Little,42316.69
William Wheeler,87248.43
Amy Adams,74417.9
Billy Hall,93654.91
Michelle Medina,2555.42
Heather Knight,19866.75
Paula Mcpherson MD,74010.82
Jessica Brock,78521.31
Brandy Grant,15323.79
Joseph Edwards,34578.2
Curtis Barker,58559.06
Timothy Cameron,84341.32
Anthony Hughes,68990.97
Nathaniel Johnson,10962.96
Samantha Reyes,92186.42
Casey Ibarra,27802.27
Alan Noble,75202.35
Anne Baldwin,87935.57
Sean Bond,8907.21
Joshua Allen,45169.33
Melissa Hernandez,29588.19
Jordan Taylor,51792.17
James Conway,51217.73
Jeffrey Powers,61644.86
David Smith,20464.77
Devin Smith,79467.73
Ashley Gibson,20744.22
Patrick Aguilar,78260.58
Matthew Campbell,34203.95
Patricia Richards,75352.31
David Anderson,19400.62
David Crawford,55221.74
Clayton Erickson,66660.8
William Williams,41020.46
Patrick Hernandez,47720.51
Wendy Cooley,93945.92
Cheryl Wilson,46650.74
Denise Munoz,23807.84
Tara Nelson,80774.76
Kristy Foster,12359.84
Steven Walls,76009.3
Christopher Morris,40472.71
Sean Perez,54425.31
David Rhodes,62671.12
Raymond Ingram,28876.92
John Miller,23607.14
Catherine Shaw,28492.62
Mason Mills,33118.63
Diana Meyer,70969.65
Nicole Parker,52453.28
Brett Moore,8244.17
David Brown,75478.12
Bethany Green,88634.49
Sierra Willis,59167.51
Nancy Gomez,91709.87
Kristina Smith,76817.57
Dana Gibson,84582.57
Shannon Gonzales,19636.66
Grace Brady,54913.07
Linda Ochoa,75738.11
Thomas Smith,80572.18
Mary Chung,31898.53
Nichole Lindsey,29257.43
Melissa Harris,20881.28
Steven Smith,35781.87
Melissa Wells,88720.03
Paula Clark,86505.14
Lynn Baker,82801.83
Alyssa Jensen,59572.29
Kelly Watson,96300.26
Logan Hill,19080.94
Kimberly Farrell,37446.37
Brenda Hernandez,78603.24
Lisa Brooks,39625.72
Sandra Thompson,50634.18
Courtney Cummings PhD,5155.14
David Edwards,50119.35
Christopher Porter,17652.51
Susan Walker,23243.14
Jason Jensen,72715.8
Shannon Perry,43868.65
Sean Gray,70266.15
Christina Garcia,73999.49
William Cameron,89141.76
Alexandra Whitney,19350.8
Donald Farley,15692.51
Terri Butler,6581.58
Christopher Davenport,74104.85
Regina Nash,91676.43
Annette Davis,75495.69
Mark Jackson,93405.32
Whitney Mccoy,2236.19
Michael Hess,32003.37
Jason Miller,95822.6
Mathew Francis,85812.01
Anna Harris,96330.62
Eric Moss,15122.92
James Lester,10181.67
Trevor Kelly,80511.17
Elizabeth Conley,83979.42
Ricardo Watson,29905.62
David Foster,99482.94
Ms. Donna Huang,81583.85
Erica Rhodes,59447.2
Sandy Jordan,62253.75
Nicole Stanton,74761.52
Cynthia Huang,18262.2
Lisa Allen,32808.48
Derek Turner,37886.27
Rodney Hunt,2110.07
Ronald Wright,8855.26
Laurie Best,17712.2
Ashley Wilson,24274.15
Christopher Austin,24007.05
Amber Young,35826.56
Jeffrey Everett,28764.78
Mary Smith,8748.72
Heather Farrell,42470.02
Kenneth Ramos,9166.13
Robert Young PhD,71848.42
Kimberly Love,48948.32
John Leblanc,2574.21
Alisha Mills MD,65703.86
Brandon Logan,21774.73
Deborah Stark,44474.8
Lynn Palmer,80239.54
Donna Mcclure,46806.34
Fernando Hall,38949.3
Justin Duarte,82682.32
Jessica Bennett,12487.79
Sarah Gutierrez,18573.48
Diane Marsh,72128.68
Kimberly Thompson,40638.14
Melissa Compton,74587.71
Dawn Jimenez,2460.79
Diane Meadows,5649.8
Randall Fields,12742.38
Jamie Mcclain,77599.79
Danny Roberts,84425.39
Margaret Brooks,80604.2
Christopher Jensen,91385.54
John Martinez,6069.3
Kathy Stein,57261.93
Randy Stuart,75509.59
Michael Warner DDS,35891.2
Christopher Mills,34681.83
Jeremy Jordan,55478.47
Alexa Matthews,87719.69
Stephanie Williams,28330.96
Roberto Cuevas,2810.61
Brandon Stewart,12511.71
Maria Coleman,44854.83
Phyllis Rogers,50256.42
Edward Ross,90605.54
Amanda Lawson,57681.41
Adrian Baldwin,2632.09
Lisa Sims,13574.29
Samantha Wilson,31477.46
Debra Rowe,35994.31
Brittany Moore,10673.64
Kimberly Riddle,89731.92
Frank Thompson,5598.13
Bryan Thompson,4869.77
John Reyes,92603.28
Nicole Ross,67724.88
Travis Oconnor,96555.28
Kenneth Miller,56173.33
Ryan Carter,96081.32
Craig Brown,79526.98
Angela Brown,18148.24
Derek Short,49584.15
Kayla Payne,70079.55
Steven Moreno,91850.58
Wayne Cisneros,3689.41
Brianna Ewing,55350.04
Jennifer Underwood,60048.08
Amber Stone,4454.52
Tamara Taylor,99768.17
Alan Riley,49359.33
Robert Spence,95870.18
Charles Hall,37808.0
Jamie Green,36668.27
Tyler Miller,58393.02
Deborah Espinoza,81509.28
Nathaniel Stewart,49158.78
Jacob Hanson,91083.38
Marvin Rice,52943.36
Brent Dougherty,67561.75
Ariel Jackson,75575.46
Teresa Williams,13089.27
Danielle Pierce,45235.61
Bobby Delgado,78377.97
Michael Cunningham,41659.85
Javier Madden,23823.47
David Thomas,88519.3
Karen Mcconnell,94225.63
Dylan Hays,10147.33
Rebecca Hayes MD,52756.65
Daniel Kaufman,93724.19
Andrew Ortega,80129.12
Terry Williams,21316.54
Steven Phillips,54824.37
Ray Lang,28546.8
Ashley Conway,22148.15
Lisa Reilly,71855.01
Gregory Wilkinson,48814.78
Dawn Levy,37929.29
Jessica Nguyen,11697.14
Melissa Barker,33253.51
Jessica Wade,20192.65
Kevin Mack,64463.95
Andres Douglas,93781.45
Justin Villanueva,64691.39
Shannon Bailey,90454.12
Susan Alvarez,16507.11
Dustin Wallace,98583.66
Justin Morrison,45273.0
Christopher Evans,92755.9
Stephanie Garcia,44387.51
Christian May,48328.68
Cheryl Watson,24800.72
Andrew Franklin,58705.47
Michael Weber,43518.54
Diane Peterson,72384.77
Abigail Morris,70152.91
Spencer Hall,13592.97
Robert Adams,99379.26
Eric Anderson,34292.1
Nicholas Key,52637.94
Michele Thomas,79366.19
Nicole Love,25080.41
Raven Gilbert,3319.45
Linda Stephens,89939.34
Kevin Carter,99796.3
Martin Gonzalez,30117.51
Melissa Woodard,53332.55
Samuel Baker,21806.96
Joshua Johnson,49840.49
Yvonne Torres,71075.19
Lori Jones,72837.26
Brian Cruz,15279.07
Sheila Moss,67338.85
Veronica Harris,63861.44
Renee Cain,93294.06
Erin Barber,83611.02
William Nelson,50666.29
Madison Graham,93460.32
Vickie Ingram,97401.47
